SEASON,TEAM_NAME,GAME_DATE,MATCHUP,WIN,TEAM_PTS_AVG,TEAM_AST_AVG,TEAM_REB_AVG
2201,Atlanta Hawks,2015-12-23,ATL vs. DET,1,,,
2201,Atlanta Hawks,2015-12-21,ATL vs. POR,1,,,
2201,Atlanta Hawks,2015-12-20,ATL @ ORL,1,,,
2201,Atlanta Hawks,2015-12-18,ATL @ BOS,1,,,
2201,Atlanta Hawks,2015-12-16,ATL vs. PHI,1,,,
2201,Atlanta Hawks,2015-12-14,ATL vs. MIA,0,,,
2201,Atlanta Hawks,2015-12-12,ATL vs. SAS,0,,,
2201,Atlanta Hawks,2015-12-10,ATL @ OKC,0,,,
2201,Atlanta Hawks,2015-12-09,ATL @ DAL,1,,,
2201,Atlanta Hawks,2015-12-04,ATL vs. LAL,1,,,
2201,Atlanta Hawks,2015-12-02,ATL vs. TOR,0,,,
2201,Atlanta Hawks,2015-11-30,ATL vs. OKC,1,,,
2201,Atlanta Hawks,2015-11-28,ATL @ SAS,0,,,
2201,Atlanta Hawks,2015-11-27,ATL @ MEM,1,,,
2201,Atlanta Hawks,2015-11-25,ATL @ MIN,0,,,
2201,Atlanta Hawks,2015-11-24,ATL vs. BOS,1,,,
2201,Atlanta Hawks,2015-11-21,ATL @ CLE,0,,,
2201,Atlanta Hawks,2015-11-18,ATL vs. SAC,1,,,
2201,Atlanta Hawks,2015-11-17,ATL @ BKN,0,,,
2201,Atlanta Hawks,2015-11-15,ATL vs. UTA,0,,,
2201,Atlanta Hawks,2015-11-13,ATL @ BOS,0,,,
2201,Atlanta Hawks,2015-11-11,ATL vs. NOP,1,,,
2201,Atlanta Hawks,2015-11-09,ATL vs. MIN,0,,,
2201,Atlanta Hawks,2015-11-07,ATL vs. WAS,1,,,
2201,Atlanta Hawks,2015-11-06,ATL @ NOP,1,,,
2201,Atlanta Hawks,2015-11-04,ATL vs. BKN,1,,,
2201,Atlanta Hawks,2015-11-03,ATL @ MIA,1,,,
2201,Atlanta Hawks,2015-11-01,ATL @ CHA,1,,,
2201,Atlanta Hawks,2015-10-30,ATL vs. CHA,1,,,
2201,Atlanta Hawks,2015-10-29,ATL @ NYK,1,,,
2201,Atlanta Hawks,2015-10-27,ATL vs. DET,0,,,
2201,Atlanta Hawks,2015-07-19,ATL @ SAS,0,,,
2201,Atlanta Hawks,2015-07-18,ATL vs. DAL,1,,,
2201,Atlanta Hawks,2015-07-16,ATL @ DEN,1,,,
2201,Atlanta Hawks,2015-07-15,ATL vs. MIA,1,,,
2201,Atlanta Hawks,2015-07-13,ATL vs. DLS,0,,,
2201,Atlanta Hawks,2015-07-12,ATL vs. GSW,1,,,
2201,Atlanta Hawks,2015-07-10,ATL @ DEN,0,,,
4201,Atlanta Hawks,2015-05-26,ATL @ CLE,0,,,
4201,Atlanta Hawks,2015-05-24,ATL @ CLE,0,,,
4201,Atlanta Hawks,2015-05-22,ATL vs. CLE,0,,,
4201,Atlanta Hawks,2015-05-20,ATL vs. CLE,0,,,
4201,Atlanta Hawks,2015-05-15,ATL @ WAS,1,,,
4201,Atlanta Hawks,2015-05-13,ATL vs. WAS,1,,,
4201,Atlanta Hawks,2015-05-11,ATL @ WAS,1,,,
4201,Atlanta Hawks,2015-05-09,ATL @ WAS,0,,,
4201,Atlanta Hawks,2015-05-05,ATL vs. WAS,1,,,
4201,Atlanta Hawks,2015-05-03,ATL vs. WAS,0,,,
4201,Atlanta Hawks,2015-05-01,ATL @ BKN,1,,,
4201,Atlanta Hawks,2015-04-29,ATL vs. BKN,1,,,
4201,Atlanta Hawks,2015-04-27,ATL @ BKN,0,,,
4201,Atlanta Hawks,2015-04-25,ATL @ BKN,0,,,
4201,Atlanta Hawks,2015-04-22,ATL vs. BKN,1,,,
4201,Atlanta Hawks,2015-04-19,ATL vs. BKN,1,,,
2201,Atlanta Hawks,2015-04-15,ATL @ CHI,0,,,
2201,Atlanta Hawks,2015-04-13,ATL vs. NYK,0,,,
2201,Atlanta Hawks,2015-04-12,ATL @ WAS,0,,,
2201,Atlanta Hawks,2015-04-10,ATL vs. CHA,1,,,
2201,Atlanta Hawks,2015-04-08,ATL @ BKN,1,,,
2201,Atlanta Hawks,2015-04-07,ATL vs. PHX,1,,,
2201,Atlanta Hawks,2015-04-04,ATL vs. BKN,1,,,
2201,Atlanta Hawks,2015-03-31,ATL @ DET,0,,,
2201,Atlanta Hawks,2015-03-30,ATL vs. MIL,1,,,
2201,Atlanta Hawks,2015-03-28,ATL @ CHA,0,,,
2201,Atlanta Hawks,2015-03-27,ATL vs. MIA,1,,,
2201,Atlanta Hawks,2015-03-25,ATL @ ORL,1,,,
2201,Atlanta Hawks,2015-03-22,ATL vs. SAS,0,,,
2201,Atlanta Hawks,2015-03-20,ATL @ OKC,0,,,
2201,Atlanta Hawks,2015-03-18,ATL @ GSW,0,,,
2201,Atlanta Hawks,2015-03-16,ATL @ SAC,1,,,
2201,Atlanta Hawks,2015-03-15,ATL @ LAL,1,,,
2201,Atlanta Hawks,2015-03-13,ATL @ PHX,1,,,
2201,Atlanta Hawks,2015-03-11,ATL @ DEN,0,,,
2201,Atlanta Hawks,2015-03-09,ATL vs. SAC,1,,,
2201,Atlanta Hawks,2015-03-07,ATL @ PHI,0,,,
2201,Atlanta Hawks,2015-03-06,ATL vs. CLE,1,,,
2201,Atlanta Hawks,2015-03-03,ATL vs. HOU,1,,,
2201,Atlanta Hawks,2015-02-28,ATL @ MIA,1,,,
2201,Atlanta Hawks,2015-02-27,ATL vs. ORL,1,,,
2201,Atlanta Hawks,2015-02-25,ATL vs. DAL,1,,,
2201,Atlanta Hawks,2015-02-22,ATL @ MIL,1,,,
2201,Atlanta Hawks,2015-02-20,ATL vs. TOR,0,,,
2201,Atlanta Hawks,2015-02-11,ATL @ BOS,0,,,
2201,Atlanta Hawks,2015-02-09,ATL @ MIN,1,,,
2201,Atlanta Hawks,2015-02-08,ATL @ MEM,0,,,
2201,Atlanta Hawks,2015-02-06,ATL vs. GSW,1,,,
2201,Atlanta Hawks,2015-02-04,ATL vs. WAS,1,,,
2201,Atlanta Hawks,2015-02-02,ATL @ NOP,0,,,
2201,Atlanta Hawks,2015-01-31,ATL vs. PHI,1,,,
2201,Atlanta Hawks,2015-01-30,ATL vs. POR,1,,,
2201,Atlanta Hawks,2015-01-28,ATL vs. BKN,1,,,
2201,Atlanta Hawks,2015-01-25,ATL vs. MIN,1,,,
2201,Atlanta Hawks,2015-01-23,ATL vs. OKC,1,,,
2201,Atlanta Hawks,2015-01-21,ATL vs. IND,1,,,
2201,Atlanta Hawks,2015-01-19,ATL vs. DET,1,,,
2201,Atlanta Hawks,2015-01-17,ATL @ CHI,1,,,
2201,Atlanta Hawks,2015-01-16,ATL @ TOR,1,,,
2201,Atlanta Hawks,2015-01-14,ATL @ BOS,1,,,
2201,Atlanta Hawks,2015-01-13,ATL @ PHI,1,,,
2201,Atlanta Hawks,2015-01-11,ATL vs. WAS,1,,,
2201,Atlanta Hawks,2015-01-09,ATL @ DET,1,,,
2201,Atlanta Hawks,2015-01-07,ATL vs. MEM,1,,,
2201,Atlanta Hawks,2015-01-05,ATL @ LAC,1,,,
2201,Atlanta Hawks,2015-01-03,ATL @ POR,1,,,
2201,Atlanta Hawks,2015-01-02,ATL @ UTA,1,,,
2201,Atlanta Hawks,2014-12-30,ATL vs. CLE,1,,,
2201,Atlanta Hawks,2014-12-27,ATL @ MIL,1,,,
2201,Atlanta Hawks,2014-12-26,ATL vs. MIL,0,,,
2201,Atlanta Hawks,2014-12-23,ATL vs. LAC,1,,,
2201,Atlanta Hawks,2014-12-22,ATL @ DAL,1,,,
2201,Atlanta Hawks,2014-12-20,ATL @ HOU,1,,,
2201,Atlanta Hawks,2014-12-17,ATL @ CLE,1,,,
2201,Atlanta Hawks,2014-12-15,ATL vs. CHI,1,,,
2201,Atlanta Hawks,2014-12-13,ATL @ ORL,0,,,
2201,Atlanta Hawks,2014-12-12,ATL vs. ORL,1,,,
2201,Atlanta Hawks,2014-12-10,ATL vs. PHI,1,,,
2201,Atlanta Hawks,2014-12-08,ATL @ IND,1,,,
2201,Atlanta Hawks,2014-12-07,ATL vs. DEN,1,,,
2201,Atlanta Hawks,2014-12-05,ATL @ BKN,1,,,
2201,Atlanta Hawks,2014-12-03,ATL @ MIA,1,,,
2201,Atlanta Hawks,2014-12-02,ATL vs. BOS,1,,,
2201,Atlanta Hawks,2014-11-29,ATL vs. CHA,1,,,
2201,Atlanta Hawks,2014-11-28,ATL vs. NOP,1,,,
2201,Atlanta Hawks,2014-11-26,ATL vs. TOR,0,,,
2201,Atlanta Hawks,2014-11-25,ATL @ WAS,1,,,
2201,Atlanta Hawks,2014-11-21,ATL vs. DET,1,,,
2201,Atlanta Hawks,2014-11-18,ATL vs. LAL,0,,,
2201,Atlanta Hawks,2014-11-15,ATL @ CLE,0,,,
2201,Atlanta Hawks,2014-11-14,ATL vs. MIA,1,,,
2201,Atlanta Hawks,2014-11-12,ATL vs. UTA,1,,,
2201,Atlanta Hawks,2014-11-10,ATL @ NYK,1,,,
2201,Atlanta Hawks,2014-11-08,ATL vs. NYK,1,,,
2201,Atlanta Hawks,2014-11-07,ATL @ CHA,0,,,
2201,Atlanta Hawks,2014-11-05,ATL @ SAS,0,,,
2201,Atlanta Hawks,2014-11-01,ATL vs. IND,1,,,
2201,Atlanta Hawks,2014-10-29,ATL @ TOR,0,,,
2201,Atlanta Hawks,2014-07-19,ATL @ HOU,0,,,
2201,Atlanta Hawks,2014-07-17,ATL @ POR,1,,,
2201,Atlanta Hawks,2014-07-16,ATL @ GSW,1,,,
2201,Atlanta Hawks,2014-07-15,ATL vs. POR,0,,,
2201,Atlanta Hawks,2014-07-13,ATL @ DLS,0,,,
2201,Atlanta Hawks,2014-07-12,ATL @ WAS,0,,,
4201,Atlanta Hawks,2014-05-03,ATL @ IND,0,,,
4201,Atlanta Hawks,2014-05-01,ATL vs. IND,0,,,
4201,Atlanta Hawks,2014-04-28,ATL @ IND,1,,,
4201,Atlanta Hawks,2014-04-26,ATL vs. IND,0,,,
4201,Atlanta Hawks,2014-04-24,ATL vs. IND,1,,,
4201,Atlanta Hawks,2014-04-22,ATL @ IND,0,,,
4201,Atlanta Hawks,2014-04-19,ATL @ IND,1,,,
2201,Atlanta Hawks,2014-04-16,ATL @ MIL,1,,,
2201,Atlanta Hawks,2014-04-14,ATL vs. CHA,0,,,
2201,Atlanta Hawks,2014-04-12,ATL vs. MIA,1,,,
2201,Atlanta Hawks,2014-04-11,ATL @ BKN,1,,,
2201,Atlanta Hawks,2014-04-09,ATL vs. BOS,1,,,
2201,Atlanta Hawks,2014-04-08,ATL vs. DET,0,,,
2201,Atlanta Hawks,2014-04-06,ATL @ IND,1,,,
2201,Atlanta Hawks,2014-04-04,ATL vs. CLE,1,,,
2201,Atlanta Hawks,2014-04-02,ATL vs. CHI,0,,,
2201,Atlanta Hawks,2014-03-31,ATL vs. PHI,1,,,
2201,Atlanta Hawks,2014-03-29,ATL @ WAS,0,,,
2201,Atlanta Hawks,2014-03-27,ATL vs. POR,0,,,
2201,Atlanta Hawks,2014-03-26,ATL @ MIN,0,,,
2201,Atlanta Hawks,2014-03-24,ATL vs. PHX,0,,,
2201,Atlanta Hawks,2014-03-23,ATL @ TOR,0,,,
2201,Atlanta Hawks,2014-03-21,ATL vs. NOP,0,,,
2201,Atlanta Hawks,2014-03-18,ATL vs. TOR,1,,,
2201,Atlanta Hawks,2014-03-17,ATL @ CHA,1,,,
2201,Atlanta Hawks,2014-03-15,ATL vs. DEN,1,,,
2201,Atlanta Hawks,2014-03-13,ATL vs. MIL,1,,,
2201,Atlanta Hawks,2014-03-10,ATL @ UTA,1,,,
2201,Atlanta Hawks,2014-03-08,ATL @ LAC,0,,,
2201,Atlanta Hawks,2014-03-07,ATL @ GSW,0,,,
2201,Atlanta Hawks,2014-03-05,ATL @ POR,0,,,
2201,Atlanta Hawks,2014-03-02,ATL @ PHX,0,,,
2201,Atlanta Hawks,2014-02-26,ATL @ BOS,0,,,
2201,Atlanta Hawks,2014-02-25,ATL vs. CHI,0,,,
2201,Atlanta Hawks,2014-02-22,ATL vs. NYK,1,,,
2201,Atlanta Hawks,2014-02-21,ATL @ DET,0,,,
2201,Atlanta Hawks,2014-02-19,ATL vs. WAS,0,,,
2201,Atlanta Hawks,2014-02-18,ATL @ IND,0,,,
2201,Atlanta Hawks,2014-02-12,ATL @ TOR,0,,,
2201,Atlanta Hawks,2014-02-11,ATL @ CHI,0,,,
2201,Atlanta Hawks,2014-02-08,ATL vs. MEM,0,,,
2201,Atlanta Hawks,2014-02-05,ATL @ NOP,0,,,
2201,Atlanta Hawks,2014-02-04,ATL vs. IND,0,,,
2201,Atlanta Hawks,2014-02-01,ATL vs. MIN,1,,,
2201,Atlanta Hawks,2014-01-31,ATL @ PHI,1,,,
2201,Atlanta Hawks,2014-01-27,ATL @ OKC,0,,,
2201,Atlanta Hawks,2014-01-25,ATL @ MIL,1,,,
2201,Atlanta Hawks,2014-01-24,ATL vs. SAS,0,,,
2201,Atlanta Hawks,2014-01-22,ATL @ ORL,1,,,
2201,Atlanta Hawks,2014-01-20,ATL vs. MIA,1,,,
2201,Atlanta Hawks,2014-01-16,ATL vs. BKN,0,,,
2201,Atlanta Hawks,2014-01-12,ATL @ MEM,0,,,
2201,Atlanta Hawks,2014-01-10,ATL vs. HOU,1,,,
2201,Atlanta Hawks,2014-01-08,ATL vs. IND,1,,,
2201,Atlanta Hawks,2014-01-06,ATL @ BKN,0,,,
2201,Atlanta Hawks,2014-01-04,ATL @ CHI,0,,,
2201,Atlanta Hawks,2014-01-03,ATL vs. GSW,0,,,
2201,Atlanta Hawks,2013-12-31,ATL @ BOS,1,,,
2201,Atlanta Hawks,2013-12-29,ATL @ ORL,0,,,
2201,Atlanta Hawks,2013-12-28,ATL vs. CHA,1,,,
2201,Atlanta Hawks,2013-12-26,ATL @ CLE,1,,,
2201,Atlanta Hawks,2013-12-23,ATL @ MIA,0,,,
2201,Atlanta Hawks,2013-12-20,ATL vs. UTA,1,,,
2201,Atlanta Hawks,2013-12-18,ATL vs. SAC,1,,,
2201,Atlanta Hawks,2013-12-16,ATL vs. LAL,1,,,
2201,Atlanta Hawks,2013-12-14,ATL @ NYK,0,,,
2201,Atlanta Hawks,2013-12-13,ATL vs. WAS,1,,,
2201,Atlanta Hawks,2013-12-10,ATL vs. OKC,0,,,
2201,Atlanta Hawks,2013-12-06,ATL vs. CLE,1,,,
2201,Atlanta Hawks,2013-12-04,ATL vs. LAC,1,,,
2201,Atlanta Hawks,2013-12-02,ATL @ SAS,0,,,
2201,Atlanta Hawks,2013-11-30,ATL @ WAS,0,,,
2201,Atlanta Hawks,2013-11-29,ATL vs. DAL,1,,,
2201,Atlanta Hawks,2013-11-27,ATL @ HOU,0,,,
2201,Atlanta Hawks,2013-11-26,ATL vs. ORL,0,,,
2201,Atlanta Hawks,2013-11-23,ATL vs. BOS,0,,,
2201,Atlanta Hawks,2013-11-22,ATL @ DET,1,,,
2201,Atlanta Hawks,2013-11-20,ATL vs. DET,1,,,
2201,Atlanta Hawks,2013-11-19,ATL @ MIA,0,,,
2201,Atlanta Hawks,2013-11-16,ATL @ NYK,1,,,
2201,Atlanta Hawks,2013-11-15,ATL vs. PHI,1,,,
2201,Atlanta Hawks,2013-11-13,ATL vs. NYK,0,,,
2201,Atlanta Hawks,2013-11-11,ATL @ CHA,1,,,
2201,Atlanta Hawks,2013-11-09,ATL vs. ORL,1,,,
2201,Atlanta Hawks,2013-11-07,ATL @ DEN,0,,,
2201,Atlanta Hawks,2013-11-05,ATL @ SAC,1,,,
2201,Atlanta Hawks,2013-11-03,ATL @ LAL,0,,,
2201,Atlanta Hawks,2013-11-01,ATL vs. TOR,1,,,
2201,Atlanta Hawks,2013-10-30,ATL @ DAL,0,,,
2201,Atlanta Hawks,2013-07-19,ATL vs. SAC,0,,,
2201,Atlanta Hawks,2013-07-17,ATL vs. POR,0,,,
2201,Atlanta Hawks,2013-07-15,ATL vs. SAS,0,,,
2201,Atlanta Hawks,2013-07-14,ATL @ MIA,1,,,
2201,Atlanta Hawks,2013-07-12,ATL @ LAC,0,,,
4201,Atlanta Hawks,2013-05-03,ATL vs. IND,0,,,
4201,Atlanta Hawks,2013-05-01,ATL @ IND,0,,,
4201,Atlanta Hawks,2013-04-29,ATL vs. IND,1,,,
4201,Atlanta Hawks,2013-04-27,ATL vs. IND,1,,,
4201,Atlanta Hawks,2013-04-24,ATL @ IND,0,,,
4201,Atlanta Hawks,2013-04-21,ATL @ IND,0,,,
2201,Atlanta Hawks,2013-04-17,ATL @ NYK,0,,,
2201,Atlanta Hawks,2013-04-16,ATL vs. TOR,0,,,
2201,Atlanta Hawks,2013-04-12,ATL vs. MIL,1,,,
2201,Atlanta Hawks,2013-04-10,ATL @ PHI,1,,,
2201,Atlanta Hawks,2013-04-06,ATL @ SAS,0,,,
2201,Atlanta Hawks,2013-04-05,ATL vs. PHI,0,,,
2201,Atlanta Hawks,2013-04-03,ATL vs. NYK,0,,,
2201,Atlanta Hawks,2013-04-01,ATL vs. CLE,1,,,
2201,Atlanta Hawks,2013-03-30,ATL vs. ORL,1,,,
2201,Atlanta Hawks,2013-03-29,ATL @ BOS,0,,,
2201,Atlanta Hawks,2013-03-27,ATL @ TOR,1,,,
2201,Atlanta Hawks,2013-03-25,ATL @ IND,0,,,
2201,Atlanta Hawks,2013-03-24,ATL @ MIL,1,,,
2201,Atlanta Hawks,2013-03-22,ATL vs. POR,0,,,
2201,Atlanta Hawks,2013-03-20,ATL vs. MIL,1,,,
2201,Atlanta Hawks,2013-03-18,ATL vs. DAL,0,,,
2201,Atlanta Hawks,2013-03-17,ATL @ BKN,1,,,
2201,Atlanta Hawks,2013-03-15,ATL vs. PHX,1,,,
2201,Atlanta Hawks,2013-03-13,ATL vs. LAL,1,,,
2201,Atlanta Hawks,2013-03-12,ATL @ MIA,0,,,
2201,Atlanta Hawks,2013-03-09,ATL vs. BKN,0,,,
2201,Atlanta Hawks,2013-03-08,ATL @ BOS,0,,,
2201,Atlanta Hawks,2013-03-06,ATL vs. PHI,1,,,
2201,Atlanta Hawks,2013-03-04,ATL @ DEN,0,,,
2201,Atlanta Hawks,2013-03-03,ATL @ LAL,0,,,
2201,Atlanta Hawks,2013-03-01,ATL @ PHX,0,,,
2201,Atlanta Hawks,2013-02-27,ATL @ UTA,1,,,
2201,Atlanta Hawks,2013-02-25,ATL @ DET,1,,,
2201,Atlanta Hawks,2013-02-23,ATL @ MIL,1,,,
2201,Atlanta Hawks,2013-02-22,ATL vs. SAC,1,,,
2201,Atlanta Hawks,2013-02-20,ATL vs. MIA,0,,,
2201,Atlanta Hawks,2013-02-13,ATL @ ORL,1,,,
2201,Atlanta Hawks,2013-02-11,ATL @ DAL,1,,,
2201,Atlanta Hawks,2013-02-08,ATL vs. NOH,0,,,
2201,Atlanta Hawks,2013-02-06,ATL vs. MEM,1,,,
2201,Atlanta Hawks,2013-02-05,ATL @ IND,0,,,
2201,Atlanta Hawks,2013-02-02,ATL vs. CHI,0,,,
2201,Atlanta Hawks,2013-01-30,ATL vs. TOR,1,,,
2201,Atlanta Hawks,2013-01-27,ATL @ NYK,0,,,
2201,Atlanta Hawks,2013-01-25,ATL vs. BOS,1,,,
2201,Atlanta Hawks,2013-01-23,ATL @ CHA,1,,,
2201,Atlanta Hawks,2013-01-21,ATL vs. MIN,1,,,
2201,Atlanta Hawks,2013-01-19,ATL vs. SAS,0,,,
2201,Atlanta Hawks,2013-01-18,ATL @ BKN,0,,,
2201,Atlanta Hawks,2013-01-16,ATL vs. BKN,1,,,
2201,Atlanta Hawks,2013-01-14,ATL @ CHI,0,,,
2201,Atlanta Hawks,2013-01-12,ATL @ WAS,0,,,
2201,Atlanta Hawks,2013-01-11,ATL vs. UTA,1,,,
2201,Atlanta Hawks,2013-01-09,ATL @ CLE,0,,,
2201,Atlanta Hawks,2013-01-08,ATL @ MIN,0,,,
2201,Atlanta Hawks,2013-01-05,ATL vs. BOS,0,,,
2201,Atlanta Hawks,2013-01-04,ATL @ DET,0,,,
2201,Atlanta Hawks,2013-01-01,ATL @ NOH,1,,,
2201,Atlanta Hawks,2012-12-31,ATL @ HOU,0,,,
2201,Atlanta Hawks,2012-12-29,ATL vs. IND,1,,,
2201,Atlanta Hawks,2012-12-28,ATL @ CLE,1,,,
2201,Atlanta Hawks,2012-12-26,ATL vs. DET,1,,,
2201,Atlanta Hawks,2012-12-22,ATL vs. CHI,1,,,
2201,Atlanta Hawks,2012-12-21,ATL @ PHI,0,,,
2201,Atlanta Hawks,2012-12-19,ATL vs. OKC,0,,,
2201,Atlanta Hawks,2012-12-18,ATL @ WAS,1,,,
2201,Atlanta Hawks,2012-12-15,ATL vs. GSW,0,,,
2201,Atlanta Hawks,2012-12-13,ATL vs. CHA,1,,,
2201,Atlanta Hawks,2012-12-12,ATL @ ORL,1,,,
2201,Atlanta Hawks,2012-12-10,ATL @ MIA,0,,,
2201,Atlanta Hawks,2012-12-08,ATL @ MEM,1,,,
2201,Atlanta Hawks,2012-12-07,ATL vs. WAS,1,,,
2201,Atlanta Hawks,2012-12-05,ATL vs. DEN,1,,,
2201,Atlanta Hawks,2012-11-30,ATL vs. CLE,0,,,
2201,Atlanta Hawks,2012-11-28,ATL vs. CHA,1,,,
2201,Atlanta Hawks,2012-11-24,ATL vs. LAC,1,,,
2201,Atlanta Hawks,2012-11-23,ATL @ CHA,1,,,
2201,Atlanta Hawks,2012-11-21,ATL vs. WAS,1,,,
2201,Atlanta Hawks,2012-11-19,ATL vs. ORL,1,,,
2201,Atlanta Hawks,2012-11-16,ATL @ SAC,1,,,
2201,Atlanta Hawks,2012-11-14,ATL @ GSW,0,,,
2201,Atlanta Hawks,2012-11-12,ATL @ POR,1,,,
2201,Atlanta Hawks,2012-11-11,ATL @ LAC,0,,,
2201,Atlanta Hawks,2012-11-09,ATL vs. MIA,0,,,
2201,Atlanta Hawks,2012-11-07,ATL vs. IND,1,,,
2201,Atlanta Hawks,2012-11-04,ATL @ OKC,1,,,
2201,Atlanta Hawks,2012-11-02,ATL vs. HOU,0,,,
2201,Atlanta Hawks,2012-07-19,ATL vs. POR,0,,,
2201,Atlanta Hawks,2012-07-18,ATL @ DAL,1,,,
2201,Atlanta Hawks,2012-07-16,ATL @ BOS,0,,,
2201,Atlanta Hawks,2012-07-15,ATL vs. SAS,0,,,
2201,Atlanta Hawks,2012-07-13,ATL @ WAS,1,,,
4201,Atlanta Hawks,2012-05-10,ATL @ BOS,0,,,
4201,Atlanta Hawks,2012-05-08,ATL vs. BOS,1,,,
4201,Atlanta Hawks,2012-05-06,ATL @ BOS,0,,,
4201,Atlanta Hawks,2012-05-04,ATL @ BOS,0,,,
4201,Atlanta Hawks,2012-05-01,ATL vs. BOS,0,,,
4201,Atlanta Hawks,2012-04-29,ATL vs. BOS,1,,,
2201,Atlanta Hawks,2012-04-26,ATL vs. DAL,1,,,
2201,Atlanta Hawks,2012-04-24,ATL vs. LAC,1,,,
2201,Atlanta Hawks,2012-04-22,ATL vs. NYK,0,,,
2201,Atlanta Hawks,2012-04-20,ATL vs. BOS,1,,,
2201,Atlanta Hawks,2012-04-18,ATL vs. DET,1,,,
2201,Atlanta Hawks,2012-04-16,ATL @ TOR,1,,,
2201,Atlanta Hawks,2012-04-15,ATL vs. TOR,0,,,
2201,Atlanta Hawks,2012-04-13,ATL @ ORL,1,,,
2201,Atlanta Hawks,2012-04-11,ATL @ BOS,0,,,
2201,Atlanta Hawks,2012-04-07,ATL @ CHA,1,,,
2201,Atlanta Hawks,2012-04-06,ATL vs. DET,1,,,
2201,Atlanta Hawks,2012-04-04,ATL vs. CHA,1,,,
2201,Atlanta Hawks,2012-03-31,ATL @ PHI,0,,,
2201,Atlanta Hawks,2012-03-30,ATL vs. NYK,1,,,
2201,Atlanta Hawks,2012-03-28,ATL vs. CHI,0,,,
2201,Atlanta Hawks,2012-03-27,ATL @ MIL,0,,,
2201,Atlanta Hawks,2012-03-25,ATL vs. UTA,1,,,
2201,Atlanta Hawks,2012-03-24,ATL @ WAS,1,,,
2201,Atlanta Hawks,2012-03-23,ATL vs. NJN,1,,,
2201,Atlanta Hawks,2012-03-21,ATL vs. CLE,1,,,
2201,Atlanta Hawks,2012-03-19,ATL vs. BOS,0,,,
2201,Atlanta Hawks,2012-03-18,ATL @ CLE,1,,,
2201,Atlanta Hawks,2012-03-16,ATL vs. WAS,1,,,
2201,Atlanta Hawks,2012-03-14,ATL @ LAC,0,,,
2201,Atlanta Hawks,2012-03-13,ATL @ DEN,0,,,
2201,Atlanta Hawks,2012-03-11,ATL @ SAC,1,,,
2201,Atlanta Hawks,2012-03-09,ATL @ DET,0,,,
2201,Atlanta Hawks,2012-03-07,ATL @ MIA,0,,,
2201,Atlanta Hawks,2012-03-06,ATL @ IND,1,,,
2201,Atlanta Hawks,2012-03-03,ATL vs. OKC,1,,,
2201,Atlanta Hawks,2012-03-02,ATL vs. MIL,1,,,
2201,Atlanta Hawks,2012-02-29,ATL vs. GSW,0,,,
2201,Atlanta Hawks,2012-02-23,ATL vs. ORL,1,,,
2201,Atlanta Hawks,2012-02-22,ATL @ NYK,0,,,
2201,Atlanta Hawks,2012-02-20,ATL @ CHI,0,,,
2201,Atlanta Hawks,2012-02-18,ATL @ POR,0,,,
2201,Atlanta Hawks,2012-02-15,ATL @ PHX,1,,,
2201,Atlanta Hawks,2012-02-14,ATL @ LAL,0,,,
2201,Atlanta Hawks,2012-02-12,ATL vs. MIA,0,,,
2201,Atlanta Hawks,2012-02-10,ATL @ ORL,1,,,
2201,Atlanta Hawks,2012-02-08,ATL vs. IND,1,,,
2201,Atlanta Hawks,2012-02-06,ATL vs. PHX,0,,,
2201,Atlanta Hawks,2012-02-04,ATL vs. PHI,0,,,
2201,Atlanta Hawks,2012-02-02,ATL vs. MEM,0,,,
2201,Atlanta Hawks,2012-01-31,ATL @ TOR,1,,,
2201,Atlanta Hawks,2012-01-29,ATL @ NOH,1,,,
2201,Atlanta Hawks,2012-01-27,ATL @ DET,1,,,
2201,Atlanta Hawks,2012-01-25,ATL @ SAS,0,,,
2201,Atlanta Hawks,2012-01-23,ATL @ MIL,1,,,
2201,Atlanta Hawks,2012-01-21,ATL vs. CLE,1,,,
2201,Atlanta Hawks,2012-01-20,ATL @ PHI,0,,,
2201,Atlanta Hawks,2012-01-18,ATL vs. POR,1,,,
2201,Atlanta Hawks,2012-01-16,ATL vs. TOR,1,,,
2201,Atlanta Hawks,2012-01-14,ATL vs. MIN,1,,,
2201,Atlanta Hawks,2012-01-12,ATL vs. CHA,1,,,
2201,Atlanta Hawks,2012-01-11,ATL @ IND,0,,,
2201,Atlanta Hawks,2012-01-09,ATL @ NJN,1,,,
2201,Atlanta Hawks,2012-01-07,ATL vs. CHI,1,,,
2201,Atlanta Hawks,2012-01-06,ATL @ CHA,1,,,
2201,Atlanta Hawks,2012-01-05,ATL vs. MIA,0,,,
2201,Atlanta Hawks,2012-01-03,ATL @ CHI,0,,,
2201,Atlanta Hawks,2012-01-02,ATL @ MIA,1,,,
2201,Atlanta Hawks,2011-12-31,ATL @ HOU,0,,,
2201,Atlanta Hawks,2011-12-30,ATL vs. NJN,1,,,
2201,Atlanta Hawks,2011-12-28,ATL vs. WAS,1,,,
2201,Atlanta Hawks,2011-12-27,ATL @ NJN,1,,,
4201,Atlanta Hawks,2011-05-12,ATL vs. CHI,0,,,
4201,Atlanta Hawks,2011-05-10,ATL @ CHI,0,,,
4201,Atlanta Hawks,2011-05-08,ATL vs. CHI,1,,,
4201,Atlanta Hawks,2011-05-06,ATL vs. CHI,0,,,
