SEASON,TEAM_NAME,GAME_DATE,MATCHUP,WIN,TEAM_PTS_AVG,TEAM_AST_AVG,TEAM_REB_AVG
2201,Atlanta Hawks,2020-03-09,ATL vs. CHA,1,,,
2201,Atlanta Hawks,2020-03-07,ATL @ MEM,0,,,
2201,Atlanta Hawks,2020-03-06,ATL @ WAS,0,,,
2201,Atlanta Hawks,2020-03-02,ATL vs. MEM,0,,,
2201,Atlanta Hawks,2020-02-29,ATL vs. POR,1,,,
2201,Atlanta Hawks,2020-02-28,ATL vs. BKN,1,,,
2201,Atlanta Hawks,2020-02-26,ATL vs. ORL,0,,,
2201,Atlanta Hawks,2020-02-24,ATL @ PHI,0,,,
2201,Atlanta Hawks,2020-02-22,ATL vs. DAL,1,,,
2201,Atlanta Hawks,2020-02-20,ATL vs. MIA,1,,,
2201,Atlanta Hawks,2020-02-12,ATL @ CLE,0,,,
2201,Atlanta Hawks,2020-02-10,ATL @ ORL,0,,,
2201,Atlanta Hawks,2020-02-09,ATL vs. NYK,1,,,
2201,Atlanta Hawks,2020-02-07,ATL @ BOS,0,,,
2201,Atlanta Hawks,2020-02-05,ATL @ MIN,1,,,
2201,Atlanta Hawks,2020-02-03,ATL vs. BOS,0,,,
2201,Atlanta Hawks,2020-02-01,ATL @ DAL,0,,,
2201,Atlanta Hawks,2020-01-30,ATL vs. PHI,1,,,
2201,Atlanta Hawks,2020-01-28,ATL @ TOR,0,,,
2201,Atlanta Hawks,2020-01-26,ATL vs. WAS,1,,,
2201,Atlanta Hawks,2020-01-24,ATL @ OKC,0,,,
2201,Atlanta Hawks,2020-01-22,ATL vs. LAC,1,,,
2201,Atlanta Hawks,2020-01-20,ATL vs. TOR,0,,,
2201,Atlanta Hawks,2020-01-18,ATL vs. DET,0,,,
2201,Atlanta Hawks,2020-01-17,ATL @ SAS,1,,,
2201,Atlanta Hawks,2020-01-14,ATL vs. PHX,1,,,
2201,Atlanta Hawks,2020-01-12,ATL @ BKN,0,,,
2201,Atlanta Hawks,2020-01-10,ATL @ WAS,0,,,
2201,Atlanta Hawks,2020-01-08,ATL vs. HOU,0,,,
2201,Atlanta Hawks,2020-01-06,ATL vs. DEN,0,,,
2201,Atlanta Hawks,2020-01-04,ATL vs. IND,1,,,
2201,Atlanta Hawks,2020-01-03,ATL @ BOS,0,,,
2201,Atlanta Hawks,2019-12-30,ATL @ ORL,1,,,
2201,Atlanta Hawks,2019-12-28,ATL @ CHI,0,,,
2201,Atlanta Hawks,2019-12-27,ATL vs. MIL,0,,,
2201,Atlanta Hawks,2019-12-23,ATL @ CLE,0,,,
2201,Atlanta Hawks,2019-12-21,ATL @ BKN,0,,,
2201,Atlanta Hawks,2019-12-19,ATL vs. UTA,0,,,
2201,Atlanta Hawks,2019-12-17,ATL @ NYK,0,,,
2201,Atlanta Hawks,2019-12-15,ATL vs. LAL,0,,,
2201,Atlanta Hawks,2019-12-13,ATL vs. IND,0,,,
2201,Atlanta Hawks,2019-12-11,ATL @ CHI,0,,,
2201,Atlanta Hawks,2019-12-10,ATL @ MIA,0,,,
2201,Atlanta Hawks,2019-12-08,ATL @ CHA,1,,,
2201,Atlanta Hawks,2019-12-04,ATL vs. BKN,0,,,
2201,Atlanta Hawks,2019-12-02,ATL vs. GSW,1,,,
2201,Atlanta Hawks,2019-11-30,ATL @ HOU,0,,,
2201,Atlanta Hawks,2019-11-29,ATL @ IND,0,,,
2201,Atlanta Hawks,2019-11-27,ATL @ MIL,0,,,
2201,Atlanta Hawks,2019-11-25,ATL vs. MIN,0,,,
2201,Atlanta Hawks,2019-11-23,ATL vs. TOR,0,,,
2201,Atlanta Hawks,2019-11-22,ATL @ DET,0,,,
2201,Atlanta Hawks,2019-11-20,ATL vs. MIL,0,,,
2201,Atlanta Hawks,2019-11-17,ATL @ LAL,0,,,
2201,Atlanta Hawks,2019-11-16,ATL @ LAC,0,,,
2201,Atlanta Hawks,2019-11-14,ATL @ PHX,0,,,
2201,Atlanta Hawks,2019-11-12,ATL @ DEN,1,,,
2201,Atlanta Hawks,2019-11-10,ATL @ POR,0,,,
2201,Atlanta Hawks,2019-11-08,ATL vs. SAC,0,,,
2201,Atlanta Hawks,2019-11-06,ATL vs. CHI,0,,,
2201,Atlanta Hawks,2019-11-05,ATL vs. SAS,1,,,
2201,Atlanta Hawks,2019-10-31,ATL vs. MIA,0,,,
2201,Atlanta Hawks,2019-10-29,ATL @ MIA,0,,,
2201,Atlanta Hawks,2019-10-28,ATL vs. PHI,0,,,
2201,Atlanta Hawks,2019-10-26,ATL vs. ORL,1,,,
2201,Atlanta Hawks,2019-10-24,ATL @ DET,1,,,
2201,Atlanta Hawks,2019-07-12,ATL @ SAS,1,,,
2201,Atlanta Hawks,2019-07-11,ATL @ WAS,0,,,
2201,Atlanta Hawks,2019-07-09,ATL vs. IND,1,,,
2201,Atlanta Hawks,2019-07-07,ATL vs. MIN,0,,,
2201,Atlanta Hawks,2019-07-07,ATL vs. MIN,0,,,
2201,Atlanta Hawks,2019-07-06,ATL @ MIL,0,,,
2201,Atlanta Hawks,2019-04-10,ATL vs. IND,0,,,
2201,Atlanta Hawks,2019-04-07,ATL @ MIL,0,,,
2201,Atlanta Hawks,2019-04-05,ATL @ ORL,0,,,
2201,Atlanta Hawks,2019-04-03,ATL vs. PHI,1,,,
2201,Atlanta Hawks,2019-04-02,ATL @ SAS,0,,,
2201,Atlanta Hawks,2019-03-31,ATL vs. MIL,1,,,
2201,Atlanta Hawks,2019-03-29,ATL vs. POR,0,,,
2201,Atlanta Hawks,2019-03-26,ATL @ NOP,1,,,
2201,Atlanta Hawks,2019-03-23,ATL vs. PHI,1,,,
2201,Atlanta Hawks,2019-03-21,ATL vs. UTA,1,,,
2201,Atlanta Hawks,2019-03-19,ATL vs. HOU,0,,,
2201,Atlanta Hawks,2019-03-17,ATL @ ORL,0,,,
2201,Atlanta Hawks,2019-03-16,ATL @ BOS,0,,,
2201,Atlanta Hawks,2019-03-13,ATL vs. MEM,1,,,
2201,Atlanta Hawks,2019-03-10,ATL vs. NOP,1,,,
2201,Atlanta Hawks,2019-03-09,ATL vs. BKN,0,,,
2201,Atlanta Hawks,2019-03-06,ATL vs. SAS,0,,,
2201,Atlanta Hawks,2019-03-04,ATL @ MIA,0,,,
2201,Atlanta Hawks,2019-03-03,ATL @ CHI,1,,,
2201,Atlanta Hawks,2019-03-01,ATL vs. CHI,0,,,
2201,Atlanta Hawks,2019-02-27,ATL vs. MIN,1,,,
2201,Atlanta Hawks,2019-02-25,ATL @ HOU,0,,,
2201,Atlanta Hawks,2019-02-23,ATL vs. PHX,1,,,
2201,Atlanta Hawks,2019-02-22,ATL vs. DET,0,,,
2201,Atlanta Hawks,2019-02-14,ATL vs. NYK,0,,,
2201,Atlanta Hawks,2019-02-12,ATL vs. LAL,1,,,
2201,Atlanta Hawks,2019-02-10,ATL vs. ORL,0,,,
2201,Atlanta Hawks,2019-02-09,ATL vs. CHA,0,,,
2201,Atlanta Hawks,2019-02-07,ATL vs. TOR,0,,,
2201,Atlanta Hawks,2019-02-04,ATL @ WAS,1,,,
2201,Atlanta Hawks,2019-02-02,ATL @ PHX,1,,,
2201,Atlanta Hawks,2019-02-01,ATL @ UTA,0,,,
2201,Atlanta Hawks,2019-01-30,ATL @ SAC,0,,,
2201,Atlanta Hawks,2019-01-28,ATL @ LAC,1,,,
2201,Atlanta Hawks,2019-01-26,ATL @ POR,0,,,
2201,Atlanta Hawks,2019-01-23,ATL @ CHI,1,,,
2201,Atlanta Hawks,2019-01-21,ATL vs. ORL,0,,,
2201,Atlanta Hawks,2019-01-19,ATL vs. BOS,0,,,
2201,Atlanta Hawks,2019-01-15,ATL vs. OKC,1,,,
2201,Atlanta Hawks,2019-01-13,ATL vs. MIL,0,,,
2201,Atlanta Hawks,2019-01-11,ATL @ PHI,1,,,
2201,Atlanta Hawks,2019-01-09,ATL @ BKN,0,,,
2201,Atlanta Hawks,2019-01-08,ATL @ TOR,0,,,
2201,Atlanta Hawks,2019-01-06,ATL vs. MIA,1,,,
2201,Atlanta Hawks,2019-01-04,ATL @ MIL,0,,,
2201,Atlanta Hawks,2019-01-02,ATL @ WAS,0,,,
2201,Atlanta Hawks,2018-12-31,ATL @ IND,0,,,
2201,Atlanta Hawks,2018-12-29,ATL vs. CLE,1,,,
2201,Atlanta Hawks,2018-12-28,ATL @ MIN,1,,,
2201,Atlanta Hawks,2018-12-26,ATL vs. IND,0,,,
2201,Atlanta Hawks,2018-12-23,ATL @ DET,1,,,
2201,Atlanta Hawks,2018-12-21,ATL @ NYK,1,,,
2201,Atlanta Hawks,2018-12-18,ATL vs. WAS,1,,,
2201,Atlanta Hawks,2018-12-16,ATL @ BKN,0,,,
2201,Atlanta Hawks,2018-12-14,ATL @ BOS,0,,,
2201,Atlanta Hawks,2018-12-12,ATL @ DAL,0,,,
2201,Atlanta Hawks,2018-12-08,ATL vs. DEN,1,,,
2201,Atlanta Hawks,2018-12-05,ATL vs. WAS,0,,,
2201,Atlanta Hawks,2018-12-03,ATL vs. GSW,0,,,
2201,Atlanta Hawks,2018-11-30,ATL @ OKC,0,,,
2201,Atlanta Hawks,2018-11-28,ATL @ CHA,0,,,
2201,Atlanta Hawks,2018-11-27,ATL @ MIA,1,,,
2201,Atlanta Hawks,2018-11-25,ATL vs. CHA,1,,,
2201,Atlanta Hawks,2018-11-23,ATL vs. BOS,0,,,
2201,Atlanta Hawks,2018-11-21,ATL vs. TOR,0,,,
2201,Atlanta Hawks,2018-11-19,ATL vs. LAC,0,,,
2201,Atlanta Hawks,2018-11-17,ATL @ IND,0,,,
2201,Atlanta Hawks,2018-11-15,ATL @ DEN,0,,,
2201,Atlanta Hawks,2018-11-13,ATL @ GSW,0,,,
2201,Atlanta Hawks,2018-11-11,ATL @ LAL,0,,,
2201,Atlanta Hawks,2018-11-09,ATL vs. DET,0,,,
2201,Atlanta Hawks,2018-11-07,ATL vs. NYK,0,,,
2201,Atlanta Hawks,2018-11-06,ATL @ CHA,0,,,
2201,Atlanta Hawks,2018-11-03,ATL vs. MIA,1,,,
2201,Atlanta Hawks,2018-11-01,ATL vs. SAC,0,,,
2201,Atlanta Hawks,2018-10-30,ATL @ CLE,0,,,
2201,Atlanta Hawks,2018-10-29,ATL @ PHI,0,,,
2201,Atlanta Hawks,2018-10-27,ATL vs. CHI,0,,,
2201,Atlanta Hawks,2018-10-24,ATL vs. DAL,1,,,
2201,Atlanta Hawks,2018-10-21,ATL @ CLE,1,,,
2201,Atlanta Hawks,2018-10-19,ATL @ MEM,0,,,
2201,Atlanta Hawks,2018-10-17,ATL @ NYK,0,,,
2201,Atlanta Hawks,2018-07-13,ATL @ LAC,1,,,
2201,Atlanta Hawks,2018-07-12,ATL @ POR,0,,,
2201,Atlanta Hawks,2018-07-11,ATL @ IND,1,,,
2201,Atlanta Hawks,2018-07-10,ATL @ CHI,1,,,
2201,Atlanta Hawks,2018-07-08,ATL vs. POR,0,,,
2201,Atlanta Hawks,2018-07-07,ATL vs. NYK,0,,,
2201,Atlanta Hawks,2018-07-05,ATL @ UTA,0,,,
2201,Atlanta Hawks,2018-07-03,ATL vs. SAS,0,,,
2201,Atlanta Hawks,2018-07-02,ATL @ MEM,0,,,
2201,Atlanta Hawks,2018-04-10,ATL vs. PHI,0,,,
2201,Atlanta Hawks,2018-04-08,ATL @ BOS,1,,,
2201,Atlanta Hawks,2018-04-06,ATL @ WAS,1,,,
2201,Atlanta Hawks,2018-04-04,ATL vs. MIA,0,,,
2201,Atlanta Hawks,2018-04-03,ATL @ MIA,0,,,
2201,Atlanta Hawks,2018-04-01,ATL vs. ORL,1,,,
2201,Atlanta Hawks,2018-03-30,ATL vs. PHI,0,,,
2201,Atlanta Hawks,2018-03-28,ATL @ MIN,0,,,
2201,Atlanta Hawks,2018-03-25,ATL @ HOU,0,,,
2201,Atlanta Hawks,2018-03-23,ATL @ GSW,0,,,
2201,Atlanta Hawks,2018-03-22,ATL @ SAC,0,,,
2201,Atlanta Hawks,2018-03-20,ATL @ UTA,1,,,
2201,Atlanta Hawks,2018-03-17,ATL @ MIL,0,,,
2201,Atlanta Hawks,2018-03-15,ATL vs. CHA,0,,,
2201,Atlanta Hawks,2018-03-13,ATL vs. OKC,0,,,
2201,Atlanta Hawks,2018-03-11,ATL vs. CHI,0,,,
2201,Atlanta Hawks,2018-03-09,ATL @ IND,0,,,
2201,Atlanta Hawks,2018-03-06,ATL @ TOR,0,,,
2201,Atlanta Hawks,2018-03-04,ATL vs. PHX,1,,,
2201,Atlanta Hawks,2018-03-02,ATL vs. GSW,0,,,
2201,Atlanta Hawks,2018-02-28,ATL vs. IND,1,,,
2201,Atlanta Hawks,2018-02-26,ATL vs. LAL,0,,,
2201,Atlanta Hawks,2018-02-23,ATL @ IND,0,,,
2201,Atlanta Hawks,2018-02-14,ATL @ DET,0,,,
2201,Atlanta Hawks,2018-02-13,ATL @ MIL,0,,,
2201,Atlanta Hawks,2018-02-11,ATL vs. DET,1,,,
2201,Atlanta Hawks,2018-02-09,ATL vs. CLE,0,,,
2201,Atlanta Hawks,2018-02-08,ATL @ ORL,0,,,
2201,Atlanta Hawks,2018-02-06,ATL vs. MEM,1,,,
2201,Atlanta Hawks,2018-02-04,ATL @ NYK,1,,,
2201,Atlanta Hawks,2018-02-02,ATL @ BOS,0,,,
2201,Atlanta Hawks,2018-01-31,ATL vs. CHA,0,,,
2201,Atlanta Hawks,2018-01-29,ATL vs. MIN,1,,,
2201,Atlanta Hawks,2018-01-27,ATL vs. WAS,0,,,
2201,Atlanta Hawks,2018-01-26,ATL @ CHA,0,,,
2201,Atlanta Hawks,2018-01-24,ATL vs. TOR,0,,,
2201,Atlanta Hawks,2018-01-22,ATL vs. UTA,1,,,
2201,Atlanta Hawks,2018-01-20,ATL vs. CHI,0,,,
2201,Atlanta Hawks,2018-01-17,ATL vs. NOP,1,,,
2201,Atlanta Hawks,2018-01-15,ATL vs. SAS,1,,,
2201,Atlanta Hawks,2018-01-12,ATL vs. BKN,0,,,
2201,Atlanta Hawks,2018-01-10,ATL @ DEN,1,,,
2201,Atlanta Hawks,2018-01-08,ATL @ LAC,0,,,
2201,Atlanta Hawks,2018-01-07,ATL @ LAL,0,,,
2201,Atlanta Hawks,2018-01-05,ATL @ POR,0,,,
2201,Atlanta Hawks,2018-01-02,ATL @ PHX,0,,,
2201,Atlanta Hawks,2017-12-30,ATL vs. POR,1,,,
2201,Atlanta Hawks,2017-12-29,ATL @ TOR,0,,,
2201,Atlanta Hawks,2017-12-27,ATL vs. WAS,1,,,
2201,Atlanta Hawks,2017-12-23,ATL vs. DAL,1,,,
2201,Atlanta Hawks,2017-12-22,ATL @ OKC,0,,,
2201,Atlanta Hawks,2017-12-20,ATL vs. IND,0,,,
2201,Atlanta Hawks,2017-12-18,ATL vs. MIA,1,,,
2201,Atlanta Hawks,2017-12-15,ATL @ MEM,0,,,
2201,Atlanta Hawks,2017-12-14,ATL vs. DET,0,,,
2201,Atlanta Hawks,2017-12-12,ATL @ CLE,0,,,
2201,Atlanta Hawks,2017-12-10,ATL @ NYK,0,,,
2201,Atlanta Hawks,2017-12-09,ATL vs. ORL,1,,,
2201,Atlanta Hawks,2017-12-06,ATL @ ORL,0,,,
2201,Atlanta Hawks,2017-12-04,ATL vs. BKN,0,,,
2201,Atlanta Hawks,2017-12-02,ATL @ BKN,1,,,
2201,Atlanta Hawks,2017-11-30,ATL vs. CLE,0,,,
2201,Atlanta Hawks,2017-11-25,ATL vs. TOR,0,,,
2201,Atlanta Hawks,2017-11-24,ATL vs. NYK,1,,,
2201,Atlanta Hawks,2017-11-22,ATL vs. LAC,0,,,
2201,Atlanta Hawks,2017-11-20,ATL @ SAS,0,,,
2201,Atlanta Hawks,2017-11-18,ATL vs. BOS,0,,,
2201,Atlanta Hawks,2017-11-15,ATL vs. SAC,1,,,
2201,Atlanta Hawks,2017-11-13,ATL @ NOP,0,,,
2201,Atlanta Hawks,2017-11-11,ATL @ WAS,0,,,
2201,Atlanta Hawks,2017-11-10,ATL @ DET,0,,,
2201,Atlanta Hawks,2017-11-06,ATL vs. BOS,0,,,
2201,Atlanta Hawks,2017-11-05,ATL @ CLE,1,,,
2201,Atlanta Hawks,2017-11-03,ATL vs. HOU,0,,,
2201,Atlanta Hawks,2017-11-01,ATL @ PHI,0,,,
2201,Atlanta Hawks,2017-10-29,ATL vs. MIL,0,,,
2201,Atlanta Hawks,2017-10-27,ATL vs. DEN,0,,,
2201,Atlanta Hawks,2017-10-26,ATL @ CHI,0,,,
2201,Atlanta Hawks,2017-10-23,ATL @ MIA,0,,,
2201,Atlanta Hawks,2017-10-22,ATL @ BKN,0,,,
2201,Atlanta Hawks,2017-10-20,ATL @ CHA,0,,,
2201,Atlanta Hawks,2017-10-18,ATL @ DAL,1,,,
2201,Atlanta Hawks,2017-07-14,ATL vs. HOU,1,,,
2201,Atlanta Hawks,2017-07-12,ATL vs. NOP,0,,,
2201,Atlanta Hawks,2017-07-10,ATL @ CHI,1,,,
2201,Atlanta Hawks,2017-07-09,ATL @ NOP,1,,,
2201,Atlanta Hawks,2017-07-07,ATL vs. BKN,0,,,
4201,Atlanta Hawks,2017-04-28,ATL vs. WAS,0,,,
4201,Atlanta Hawks,2017-04-26,ATL @ WAS,0,,,
4201,Atlanta Hawks,2017-04-24,ATL vs. WAS,1,,,
4201,Atlanta Hawks,2017-04-22,ATL vs. WAS,1,,,
4201,Atlanta Hawks,2017-04-19,ATL @ WAS,0,,,
4201,Atlanta Hawks,2017-04-16,ATL @ WAS,0,,,
2201,Atlanta Hawks,2017-04-12,ATL @ IND,0,,,
2201,Atlanta Hawks,2017-04-11,ATL vs. CHA,1,,,
2201,Atlanta Hawks,2017-04-09,ATL vs. CLE,1,,,
2201,Atlanta Hawks,2017-04-07,ATL @ CLE,1,,,
2201,Atlanta Hawks,2017-04-06,ATL vs. BOS,1,,,
2201,Atlanta Hawks,2017-04-02,ATL @ BKN,0,,,
2201,Atlanta Hawks,2017-04-01,ATL @ CHI,0,,,
2201,Atlanta Hawks,2017-03-29,ATL @ PHI,1,,,
2201,Atlanta Hawks,2017-03-28,ATL vs. PHX,1,,,
2201,Atlanta Hawks,2017-03-26,ATL vs. BKN,0,,,
2201,Atlanta Hawks,2017-03-24,ATL @ MIL,0,,,
2201,Atlanta Hawks,2017-03-22,ATL @ WAS,0,,,
2201,Atlanta Hawks,2017-03-20,ATL @ CHA,0,,,
2201,Atlanta Hawks,2017-03-18,ATL vs. POR,0,,,
2201,Atlanta Hawks,2017-03-16,ATL vs. MEM,0,,,
2201,Atlanta Hawks,2017-03-13,ATL @ SAS,0,,,
2201,Atlanta Hawks,2017-03-11,ATL @ MEM,1,,,
2201,Atlanta Hawks,2017-03-10,ATL vs. TOR,1,,,
2201,Atlanta Hawks,2017-03-08,ATL vs. BKN,1,,,
2201,Atlanta Hawks,2017-03-06,ATL vs. GSW,0,,,
2201,Atlanta Hawks,2017-03-05,ATL vs. IND,0,,,
2201,Atlanta Hawks,2017-03-03,ATL vs. CLE,0,,,
2201,Atlanta Hawks,2017-03-01,ATL vs. DAL,1,,,
2201,Atlanta Hawks,2017-02-27,ATL @ BOS,1,,,
2201,Atlanta Hawks,2017-02-25,ATL @ ORL,0,,,
2201,Atlanta Hawks,2017-02-24,ATL vs. MIA,0,,,
2201,Atlanta Hawks,2017-02-15,ATL @ LAC,0,,,
2201,Atlanta Hawks,2017-02-13,ATL @ POR,1,,,
2201,Atlanta Hawks,2017-02-10,ATL @ SAC,0,,,
2201,Atlanta Hawks,2017-02-08,ATL vs. DEN,1,,,
2201,Atlanta Hawks,2017-02-06,ATL vs. UTA,0,,,
2201,Atlanta Hawks,2017-02-04,ATL vs. ORL,1,,,
2201,Atlanta Hawks,2017-02-02,ATL @ HOU,1,,,
2201,Atlanta Hawks,2017-02-01,ATL @ MIA,0,,,
2201,Atlanta Hawks,2017-01-29,ATL vs. NYK,1,,,
2201,Atlanta Hawks,2017-01-27,ATL vs. WAS,0,,,
2201,Atlanta Hawks,2017-01-25,ATL @ CHI,1,,,
2201,Atlanta Hawks,2017-01-23,ATL vs. LAC,0,,,
2201,Atlanta Hawks,2017-01-21,ATL vs. PHI,1,,,
2201,Atlanta Hawks,2017-01-20,ATL vs. CHI,1,,,
2201,Atlanta Hawks,2017-01-18,ATL @ DET,0,,,
2201,Atlanta Hawks,2017-01-16,ATL @ NYK,1,,,
2201,Atlanta Hawks,2017-01-15,ATL vs. MIL,1,,,
2201,Atlanta Hawks,2017-01-13,ATL vs. BOS,0,,,
2201,Atlanta Hawks,2017-01-10,ATL @ BKN,1,,,
2201,Atlanta Hawks,2017-01-07,ATL @ DAL,1,,,
2201,Atlanta Hawks,2017-01-05,ATL @ NOP,1,,,
2201,Atlanta Hawks,2017-01-04,ATL @ ORL,1,,,
2201,Atlanta Hawks,2017-01-01,ATL vs. SAS,1,,,
2201,Atlanta Hawks,2016-12-30,ATL vs. DET,1,,,
2201,Atlanta Hawks,2016-12-28,ATL vs. NYK,1,,,
2201,Atlanta Hawks,2016-12-26,ATL @ MIN,0,,,
2201,Atlanta Hawks,2016-12-23,ATL @ DEN,1,,,
2201,Atlanta Hawks,2016-12-21,ATL vs. MIN,0,,,
2201,Atlanta Hawks,2016-12-19,ATL @ OKC,1,,,
2201,Atlanta Hawks,2016-12-17,ATL vs. CHA,0,,,
2201,Atlanta Hawks,2016-12-16,ATL @ TOR,1,,,
2201,Atlanta Hawks,2016-12-13,ATL vs. ORL,0,,,
2201,Atlanta Hawks,2016-12-09,ATL @ MIL,1,,,
2201,Atlanta Hawks,2016-12-07,ATL vs. MIA,1,,,
2201,Atlanta Hawks,2016-12-05,ATL vs. OKC,0,,,
2201,Atlanta Hawks,2016-12-03,ATL @ TOR,0,,,
2201,Atlanta Hawks,2016-12-02,ATL vs. DET,0,,,
2201,Atlanta Hawks,2016-11-30,ATL @ PHX,0,,,
2201,Atlanta Hawks,2016-11-28,ATL @ GSW,0,,,
2201,Atlanta Hawks,2016-11-27,ATL @ LAL,0,,,
2201,Atlanta Hawks,2016-11-25,ATL @ UTA,0,,,
2201,Atlanta Hawks,2016-11-23,ATL @ IND,1,,,
2201,Atlanta Hawks,2016-11-22,ATL vs. NOP,0,,,
2201,Atlanta Hawks,2016-11-20,ATL @ NYK,0,,,
2201,Atlanta Hawks,2016-11-18,ATL @ CHA,0,,,
2201,Atlanta Hawks,2016-11-16,ATL vs. MIL,1,,,
2201,Atlanta Hawks,2016-11-15,ATL @ MIA,1,,,
2201,Atlanta Hawks,2016-11-12,ATL vs. PHI,1,,,
2201,Atlanta Hawks,2016-11-09,ATL vs. CHI,1,,,
2201,Atlanta Hawks,2016-11-08,ATL @ CLE,1,,,
2201,Atlanta Hawks,2016-11-05,ATL vs. HOU,1,,,
2201,Atlanta Hawks,2016-11-04,ATL @ WAS,0,,,
2201,Atlanta Hawks,2016-11-02,ATL vs. LAL,0,,,
2201,Atlanta Hawks,2016-10-31,ATL vs. SAC,1,,,
2201,Atlanta Hawks,2016-10-29,ATL @ PHI,1,,,
2201,Atlanta Hawks,2016-10-27,ATL vs. WAS,1,,,
2201,Atlanta Hawks,2016-07-15,ATL @ MEM,1,,,
2201,Atlanta Hawks,2016-07-14,ATL @ WAS,0,,,
2201,Atlanta Hawks,2016-07-13,ATL vs. SAC,1,,,
2201,Atlanta Hawks,2016-07-11,ATL vs. BKN,0,,,
2201,Atlanta Hawks,2016-07-10,ATL @ WAS,1,,,
2201,Atlanta Hawks,2016-07-08,ATL @ HOU,1,,,
4201,Atlanta Hawks,2016-05-08,ATL vs. CLE,0,,,
4201,Atlanta Hawks,2016-05-06,ATL vs. CLE,0,,,
4201,Atlanta Hawks,2016-05-04,ATL @ CLE,0,,,
4201,Atlanta Hawks,2016-05-02,ATL @ CLE,0,,,
4201,Atlanta Hawks,2016-04-28,ATL @ BOS,1,,,
4201,Atlanta Hawks,2016-04-26,ATL vs. BOS,1,,,
4201,Atlanta Hawks,2016-04-24,ATL @ BOS,0,,,
4201,Atlanta Hawks,2016-04-22,ATL @ BOS,0,,,
4201,Atlanta Hawks,2016-04-19,ATL vs. BOS,1,,,
4201,Atlanta Hawks,2016-04-16,ATL vs. BOS,1,,,
2201,Atlanta Hawks,2016-04-13,ATL @ WAS,0,,,
2201,Atlanta Hawks,2016-04-11,ATL @ CLE,0,,,
2201,Atlanta Hawks,2016-04-09,ATL vs. BOS,1,,,
2201,Atlanta Hawks,2016-04-07,ATL vs. TOR,1,,,
2201,Atlanta Hawks,2016-04-05,ATL vs. PHX,1,,,
2201,Atlanta Hawks,2016-04-01,ATL vs. CLE,0,,,
2201,Atlanta Hawks,2016-03-30,ATL @ TOR,0,,,
2201,Atlanta Hawks,2016-03-28,ATL @ CHI,1,,,
2201,Atlanta Hawks,2016-03-26,ATL @ DET,1,,,
2201,Atlanta Hawks,2016-03-25,ATL vs. MIL,1,,,
2201,Atlanta Hawks,2016-03-23,ATL @ WAS,1,,,
2201,Atlanta Hawks,2016-03-21,ATL vs. WAS,0,,,
2201,Atlanta Hawks,2016-03-19,ATL vs. HOU,1,,,
2201,Atlanta Hawks,2016-03-17,ATL vs. DEN,1,,,
2201,Atlanta Hawks,2016-03-16,ATL @ DET,1,,,
2201,Atlanta Hawks,2016-03-13,ATL vs. IND,1,,,
2201,Atlanta Hawks,2016-03-12,ATL vs. MEM,1,,,
2201,Atlanta Hawks,2016-03-10,ATL @ TOR,0,,,
2201,Atlanta Hawks,2016-03-08,ATL @ UTA,1,,,
2201,Atlanta Hawks,2016-03-05,ATL @ LAC,1,,,
2201,Atlanta Hawks,2016-03-04,ATL @ LAL,1,,,
2201,Atlanta Hawks,2016-03-01,ATL @ GSW,0,,,
2201,Atlanta Hawks,2016-02-28,ATL vs. CHA,1,,,
2201,Atlanta Hawks,2016-02-26,ATL vs. CHI,1,,,
2201,Atlanta Hawks,2016-02-22,ATL vs. GSW,0,,,
2201,Atlanta Hawks,2016-02-20,ATL vs. MIL,0,,,
2201,Atlanta Hawks,2016-02-19,ATL vs. MIA,0,,,
2201,Atlanta Hawks,2016-02-10,ATL @ CHI,1,,,
2201,Atlanta Hawks,2016-02-08,ATL vs. ORL,0,,,
2201,Atlanta Hawks,2016-02-07,ATL @ ORL,0,,,
2201,Atlanta Hawks,2016-02-05,ATL vs. IND,1,,,
2201,Atlanta Hawks,2016-02-03,ATL @ PHI,1,,,
2201,Atlanta Hawks,2016-02-01,ATL vs. DAL,1,,,
2201,Atlanta Hawks,2016-01-31,ATL @ MIA,0,,,
2201,Atlanta Hawks,2016-01-28,ATL @ IND,0,,,
2201,Atlanta Hawks,2016-01-27,ATL vs. LAC,0,,,
2201,Atlanta Hawks,2016-01-25,ATL @ DEN,1,,,
2201,Atlanta Hawks,2016-01-23,ATL @ PHX,0,,,
2201,Atlanta Hawks,2016-01-21,ATL @ SAC,0,,,
2201,Atlanta Hawks,2016-01-20,ATL @ POR,1,,,
2201,Atlanta Hawks,2016-01-18,ATL vs. ORL,1,,,
2201,Atlanta Hawks,2016-01-16,ATL vs. BKN,1,,,
2201,Atlanta Hawks,2016-01-15,ATL @ MIL,0,,,
2201,Atlanta Hawks,2016-01-13,ATL @ CHA,0,,,
2201,Atlanta Hawks,2016-01-09,ATL vs. CHI,1,,,
2201,Atlanta Hawks,2016-01-07,ATL @ PHI,1,,,
2201,Atlanta Hawks,2016-01-05,ATL vs. NYK,0,,,
2201,Atlanta Hawks,2016-01-03,ATL @ NYK,0,,,
2201,Atlanta Hawks,2015-12-29,ATL @ HOU,1,,,
2201,Atlanta Hawks,2015-12-28,ATL @ IND,0,,,
2201,Atlanta Hawks,2015-12-26,ATL vs. NYK,1,,,
