SEASON,TEAM,OPPONENT,WIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,LAST_GAME_RESULT,HOME_GAME
2024,UTA,NYK,1,0.658541831884173,0.5028285513111168,-0.21541144678409882,0.6825791854516562,1.660119083859009,-0.1133515539795274,2.3655459256484623,-0.5840580611007956,-0.48256858710089606,-0.40910796046254544,-0.3428118245828405,1.6899588440047058,1.1944319923668325,0.9454200302404612,-1.2295321714811738,-0.35015436538104716,1.2117489820906489,-0.15693985970741473,0.0,1
2024,UTA,SAS,0,0.419559315306952,-0.07164814659089369,1.3515559761156504,-0.9161174184271674,0.11670596536712735,1.4865861902013668,-0.8425699557391032,0.9446411964644165,0.5092083308853116,1.0590885133667414,0.45334981119140455,0.5889771900871617,0.7418811443131086,-0.6389514065745802,-1.2295321714811738,0.8584696833469089,0.17662204555398228,2.2287500806811114,0.0,0
2024,UTA,LAL,0,0.419559315306952,0.6943207839451203,0.2119433049158328,0.5735771442781,-0.14052955438151957,0.1775462176897261,-0.31976588617964774,-0.2443471149751929,-0.48256858710089606,0.6325179162406644,0.18796259926665623,-0.5120044638303823,-0.3140708344789139,0.5493271710367008,0.5032430853715107,-1.961653097018322,0.17662204555398228,1.0359051104868484,0.0,0
2024,UTA,LAC,0,-0.6160315898610058,-0.4546326118589007,-1.3550241179839164,0.46457510310454375,-0.14052955438151957,0.7593417610282331,-0.7118689383492393,-0.41420258803799426,-0.6242510039560686,0.5432356982375321,-0.3428118245828405,-0.3285075215107917,-0.4649211171634885,-0.24285854737081985,-0.18986701736956307,-1.558778414109003,1.2117489820906489,-1.3497848299016777,0.0,0
2024,UTA,SAC,0,0.3398984764478783,-0.8376170771269077,-1.9248304535838252,0.4464080962422844,-0.14052955438151957,-1.2769426406565414,1.2130005904832997,2.3034849809668274,2.776127000568072,-0.399187714017753,0.18796259926665623,-2.1634769447066984,-1.6717233786400856,-1.8272299841858612,1.1963531881125844,-0.7530290482903658,-0.08215968858018435,0.0816291343314379,1.0,0
2024,UTA,DAL,1,0.18057679872973095,0.3113363186771133,-0.5003146145840532,0.6825791854516562,0.11670596536712735,-0.1133515539795274,0.26244773673883603,-0.2443471149751929,-0.19920375339055102,-0.1611017993427333,1.5148986588903979,-1.796483060067517,-0.6157713998480632,-0.04481211776893969,1.1963531881125844,-1.1559037311996845,1.2117489820906489,0.0816291343314379,0.0,1
2024,UTA,PHX,0,-0.058405717847490095,0.6943207839451203,0.4968464727157872,0.3737400687932469,0.6311770048644212,0.4684439893589796,0.41691257547231153,-1.773046372540405,-1.8993927556526213,-0.00237785622605352,0.45334981119140455,-1.245992233108745,-0.7666216825326377,1.3415128894442214,-0.18986701736956307,-0.7530290482903658,-0.8585048909826843,-0.63407784778512,1.0,1
2024,UTA,SAS,1,-0.1380665567065638,-0.6461248444929042,-0.9276693662839848,-0.09860210962549573,-0.6550005938788134,-0.2588004398141541,-0.6762232063338219,1.2843521425900193,1.7843500825818643,-0.6372736286927726,-0.3428118245828405,0.40548024776757097,0.13848001357481007,-0.44090497697270004,1.8894632908536582,-0.35015436538104716,0.9529672479564822,0.0816291343314379,0.0,0
2024,UTA,MIL,0,-1.0143357841563743,-1.6035860076629218,-1.6399272857838707,-0.7162803429423144,1.145648044361715,0.9047906468628598,0.654550788908427,-0.07449164191239156,-0.6242510039560686,1.644383053609497,-0.6081990365075888,-0.5120044638303823,-0.7666216825326377,-0.24285854737081985,-0.8829771201106369,0.052720317528271554,1.9880941844931488,-0.15693985970741473,1.0,0
2024,UTA,CHI,1,1.7737935759112047,1.2687974818471308,0.06949172101585559,1.2820904119062155,0.8884125246130682,0.1775462176897261,0.9991261983907953,0.9446411964644165,1.0759379983060018,-0.11150056711877086,0.45334981119140455,0.5889771900871617,0.7418811443131086,1.935652178249862,-1.5760872228517107,0.4555950004375902,-0.340941422714351,-0.3955088537462673,0.0,0
2024,UTA,DEN,0,-0.7753532675791532,-1.7950782402969252,-1.6399272857838707,-0.9524514321516862,0.11670596536712735,1.0502395326974865,-0.5930498316311813,1.4542076156528205,1.2176204151611743,0.602757176906287,-0.6081990365075888,-0.5120044638303823,-0.7666216825326377,-0.24285854737081985,-0.18986701736956307,1.2613443662562276,2.2468759186273157,0.5587671224091432,0.0,0
2024,UTA,SAS,0,-1.9702658504652584,-1.7950782402969252,-0.9276693662839848,-1.4247936105704289,-1.4267071531247542,-0.4042493256487809,-1.6743037027655086,-0.07449164191239156,-0.48256858710089606,1.1582909778146662,1.2495114469656496,0.7724741324067523,1.3452822750514073,-1.2330906953802208,-0.5364220687401,0.4555950004375902,3.282002855163982,-0.15693985970741473,0.0,1
2024,UTA,SAC,0,-1.332979139592669,-1.2206015423949148,0.06949172101585559,-1.3702925899836507,0.3739414851157743,1.922932847705247,-0.8069242237236858,-0.9237690072263983,-1.1909806713767588,0.7813216129125518,0.45334981119140455,-0.695501406149973,-0.3140708344789139,-0.24285854737081985,-0.18986701736956307,-0.35015436538104716,0.9529672479564822,-0.8726468418239726,0.0,1
2024,UTA,DAL,0,-0.855014106438227,-1.4120937750289182,0.4968464727157872,-1.7881337478156163,-0.6550005938788134,0.03209733185509935,-0.8782156877545205,1.1144966695272178,0.9342555814508292,0.4936344660135697,1.2495114469656496,0.2219833054479803,0.8927314269976833,-0.24285854737081985,-0.18986701736956307,0.052720317528271554,-0.08215968858018435,-0.63407784778512,0.0,0
