SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,WIN,Points_Per_Game,OPPONENT_TEAM_ID,HOME_GAME,LAST_GAME_RESULT
22024,27,WAS,Washington Wizards,0022400028,2024-11-22,WAS vs. BOS,L,239,-0.44110801601379246,0.10674877025692313,0.7371779095331594,-0.4634098216017069,0.14033995488405462,0.9085686044183082,-0.5863584600264691,-1.227640163513786,-1.1335226475447808,-0.6863207639435156,-0.42695716394672645,1.278765324205206,0.7908989215365636,-0.6760128820068625,-0.6230717247264377,-0.3749173970925036,1.041566139477858,1.4445770452579625,-12.0,0,101.4478561549101,1,1,0.0
22024,27,WAS,Washington Wizards,0022400246,2024-11-18,WAS @ NYK,L,241,0.2693712198069598,0.7684465511140978,0.8498678090068339,0.21990521602868235,1.0276146675711109,1.3664424998635316,-0.04136864351740303,-1.529571394469439,-1.1335226475447808,-1.9382790940016388,0.03250474760191523,-0.30387356782777947,-0.2321052785037333,0.0296318367786676,-0.9496430248160592,-0.7516295701676208,-1.076106190485414,-0.599598858621453,-28.0,0,101.4478561549101,15,0,0.0
22024,27,WAS,Washington Wizards,0022400237,2024-11-17,WAS vs. DET,L,241,0.12727537264280936,0.10674877025692313,-0.05165138678256162,0.1686565882064031,1.2494333457428752,0.8169938253292636,0.6874731592838778,-0.7747433170803063,-0.6463997460909857,-0.5661327642579356,-1.5756119428183306,0.5753702610794347,-0.5243921928009609,-0.3231905226140974,-0.6230717247264377,-0.7516295701676208,0.5709722883749084,-1.2128516297852778,-20.0,0,101.4478561549101,28,1,0.0
22024,27,WAS,Washington Wizards,0022400012,2024-11-15,WAS @ ATL,L,240,1.0508983792097872,0.7684465511140978,2.54021630111195,-0.9246474720022193,1.9148893802581675,2.282190290753979,0.06368963436386242,-0.47281208612465336,-0.5246190207275371,0.05483856745089432,0.26223570337623603,1.4546140899866487,1.375472750131019,0.9116877352605802,1.0097847757216696,0.0017947759826136167,0.10037843727195926,0.21807150293031322,-12.0,0,101.4478561549101,0,0,0.0
22024,27,WAS,Washington Wizards,0022400224,2024-11-13,WAS @ SAS,L,240,1.9745213857767652,1.76099322239986,1.3006274069015316,0.9544688814813518,2.58034541477346,2.3737650698430235,0.45765817641860884,-0.7747433170803063,-1.1335226475447808,1.186608897823438,-0.19722620817240563,-0.1280248020463366,-0.2321052785037333,0.7352765555641978,-0.9496430248160592,0.0017947759826136167,0.8062692139263832,0.21807150293031322,-9.0,0,101.4478561549101,22,0,0.0
22024,27,WAS,Washington Wizards,0022400213,2024-11-11,WAS @ HOU,L,241,-0.7252997103420934,-0.38952456538595787,0.5117981105858105,-0.873398844179941,1.0276146675711109,1.1832929416854425,0.10308648856933711,-1.529571394469439,-1.498864823635127,-0.6462580973816555,-0.8864190754953681,-0.8314198651721079,-1.2551094785440302,-0.3231905226140974,1.989498675990534,0.0017947759826136167,0.8062692139263832,-1.0084340393973361,-15.0,0,101.4478561549101,8,0,0.0
22024,27,WAS,Washington Wizards,0022400204,2024-11-10,WAS @ ORL,L,240,-0.5832038631779429,-0.8857979010288388,-1.2912402809929802,-0.036337923082713004,0.8057959893993469,1.3664424998635316,-0.23835291454477642,-0.1708808551690004,-0.03749611927374208,-0.36581943144863555,-1.116150031269689,-0.1280248020463366,-0.8166791070981887,-0.49960170231047996,-1.2762143249056805,0.755219122132848,0.3356753628234339,0.6269066837061964,-27.0,0,101.4478561549101,16,0,0.0
22024,27,WAS,Washington Wizards,0022400191,2024-11-08,WAS @ MEM,L,241,0.12727537264280936,-0.058675674957370534,1.0752476079541828,-0.873398844179941,0.5839773112275829,1.5495920580416211,-0.5403954634534153,-0.019915239691173897,-0.2810575700006396,0.695841232440653,-0.19722620817240563,-0.1280248020463366,-0.2321052785037333,0.7352765555641978,1.989498675990534,1.1319312952079652,0.8062692139263832,1.0357418644820795,-24.0,0,101.4478561549101,26,0,0.0
22024,27,WAS,Washington Wizards,0022400155,2024-11-04,WAS vs. GSW,L,240,0.6956587612994112,0.6030221058998041,1.413317306375206,-0.3779954418979081,0.8057959893993469,2.282190290753979,-0.6979828802753137,-0.1708808551690004,-0.5246190207275371,1.0063268982950682,-0.8864190754953681,1.4546140899866487,0.6447554643879497,1.0880989149569626,-1.2762143249056805,1.1319312952079652,-1.3114031160368884,0.21807150293031322,-13.0,0,101.4478561549101,7,1,0.0
22024,27,WAS,Washington Wizards,0022400147,2024-11-02,MIA @ WAS,L,240,-0.299012168849642,-0.058675674957370534,0.8498678090068339,-0.7196529607131033,0.14033995488405462,1.5495920580416211,-0.9146655784054243,-0.6237777016024798,-0.5246190207275371,-0.4259134312914255,-0.8864190754953681,0.9270677926423203,0.20632509294210818,0.0296318367786676,1.3363560758112911,1.8853556413581998,-0.8408092649339393,0.01365391254237165,-20.0,0,101.4478561549101,27,0,0.0
22024,27,WAS,Washington Wizards,0022400121,2024-10-30,WAS vs. ATL,W,242,2.187665156522991,1.4301443319712726,0.6244880100594851,1.1594633927704687,2.136708058429931,1.8243163953087551,0.5364518848295582,0.5839472222201322,-0.03749611927374208,1.6373138966443628,-1.3458809870440098,0.047823963735106244,-0.8166791070981887,1.6173324540461105,0.6832134756320482,0.0017947759826136167,-0.1349184882795154,-0.1907636778455699,13.0,1,101.4478561549101,0,1,0.0
