SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,WIN,Points_Per_Game,OPPONENT_TEAM_ID,HOME_GAME,LAST_GAME_RESULT
21995,7,GOS,Golden State Warriors,0029501185,1996-04-21,GOS @ SAC,L,240,-0.15691632168549152,0.4375976606855105,0.06103851269111281,0.4761483551400787,-0.7469347578030018,-0.6482026400954517,-0.4353371855721494,-0.6237777016024798,0.08428460608970666,-1.798059761035129,0.03250474760191523,-0.47972233360922223,-0.3782487356523471,-0.49960170231047996,0.35664217554242666,-0.7516295701676208,-0.6055123393824646,-0.599598858621453,,0,106.63658275307981,21,0,0.0
21995,7,GOS,Golden State Warriors,0029501163,1996-04-19,GOS vs. POR,L,240,-1.0805393282524696,-1.3820712366717198,0.6244880100594851,-2.1033659119146413,0.14033995488405462,0.17597037170595062,0.07025577673144154,0.13105037578665257,0.44962678218005286,-0.6662894306625855,1.640621438022161,-2.5899075229865356,-1.1089660213954162,-0.852424061703245,1.6629273759009127,-0.3749173970925036,-1.3114031160368884,0.8313242740941379,,0,106.63658275307981,20,1,0.0
21995,7,GOS,Golden State Warriors,0029501150,1996-04-17,GOS @ MIN,W,240,0.4825149905531855,-0.22410012017166422,0.5117981105858105,-0.6854872088315836,0.36215863305581875,-0.09875396556118349,0.8647590032085135,1.187809684131438,1.1803111343607453,0.14497956721507932,1.4108904822478405,-1.0072686309535506,0.06018163579349437,-0.49960170231047996,0.030070875452805217,1.1319312952079652,-0.8408092649339393,-0.1907636778455699,,1,106.63658275307981,13,0,0.0
21995,7,GOS,Golden State Warriors,0029501130,1996-04-14,GOS vs. UTH,W,240,-0.6542517867600182,-0.058675674957370534,-0.5024109846772593,0.3565682235547604,-0.0814787232877095,-0.6482026400954517,1.3506535384093679,-1.227640163513786,-0.5246190207275371,-2.328890092979773,0.49196665915055693,-0.30387356782777947,0.06018163579349437,0.20604301647505013,-0.29650042463681625,-0.7516295701676208,-0.6055123393824646,-1.2128516297852778,,1,106.63658275307981,7,1,1.0
21995,7,GOS,Golden State Warriors,0029501114,1996-04-12,GOS @ LAL,L,240,-1.506826869744921,-1.2166467914574262,-0.5024109846772593,-1.1638077351728557,-0.5251160796312376,-0.4650530819173623,-0.20552220270688085,-0.6237777016024798,-1.1335226475447808,1.8175958961727317,0.9514285706991986,-0.8314198651721079,-0.08596182135511947,-1.0288352413996276,-0.6230717247264377,0.0017947759826136167,0.10037843727195926,-0.599598858621453,,0,106.63658275307981,10,0,1.0
21995,7,GOS,Golden State Warriors,0029501108,1996-04-11,GOS @ LAC,W,240,0.6246108377173359,1.0992954415426852,-0.3897210852035849,1.7573640506970583,0.5839773112275829,-0.4650530819173623,2.3158764664434965,-1.0766745480359594,-1.1335226475447808,-0.06534943223468564,-0.6566881197210473,-0.8314198651721079,-1.1089660213954162,0.0296318367786676,-0.6230717247264377,0.755219122132848,-0.1349184882795154,-1.621686810561161,,1,106.63658275307981,9,0,0.0
21995,7,GOS,Golden State Warriors,0029501084,1996-04-08,GOS vs. DAL,L,240,-0.014820474521341097,0.2721732154712168,-0.6151008841509337,0.9032202536590725,-0.7469347578030018,-0.9229269773625859,0.23440933592091934,-0.019915239691173897,-0.6463997460909857,1.9377838958583116,-0.19722620817240563,-0.30387356782777947,-0.3782487356523471,0.5588653758678152,1.0097847757216696,0.37850694905773075,1.041566139477858,0.4224890933182548,,0,106.63658275307981,5,1,1.0
21995,7,GOS,Golden State Warriors,0029501071,1996-04-06,GOS vs. MIN,W,240,0.6246108377173359,-0.38952456538595787,-1.0658604820456314,0.4419826032585592,-0.5251160796312376,-0.8313521982735411,0.6874731592838778,2.39553460795405,1.789214761177989,1.186608897823438,0.9514285706991986,-1.0072686309535506,-0.2321052785037333,-0.3231905226140974,1.3363560758112911,0.0017947759826136167,0.8062692139263832,-1.0084340393973361,,1,106.63658275307981,13,1,0.0
21995,7,GOS,Golden State Warriors,0029501052,1996-04-04,GOS vs. DEN,W,240,-0.299012168849642,-0.7203734558145453,-0.8404806830982826,-0.22424955843107028,-0.7469347578030018,-0.9229269773625859,0.23440933592091934,1.187809684131438,0.8149689582703991,0.876123231969023,-0.42695716394672645,-0.30387356782777947,-0.5243921928009609,-0.3231905226140974,0.6832134756320482,-1.128341743242738,-0.6055123393824646,-0.599598858621453,,1,106.63658275307981,6,1,1.0
21995,7,GOS,Golden State Warriors,0029501037,1996-04-02,GOS vs. HOU,L,240,0.2693712198069598,0.6030221058998041,-0.16434128625623604,0.8861373777183128,-0.3032974014594736,-0.4650530819173623,0.3000707595967105,-0.32184647064682687,-0.2810575700006396,-0.1755217652798006,-0.8864190754953681,0.5753702610794347,-0.08596182135511947,-0.1467793429177149,0.030070875452805217,-1.128341743242738,0.10037843727195926,1.4445770452579625,,0,106.63658275307981,8,1,1.0
21995,7,GOS,Golden State Warriors,0029501018,1996-03-30,GOS vs. CLE,L,240,-2.7146415706402,-2.5400423531717755,-1.516620079940329,-2.2400289194407197,-0.7469347578030018,-0.3734783028283176,-0.8227395852593169,-0.6237777016024798,-0.4028382953640883,-0.7464147637863044,-0.19722620817240563,-0.8314198651721079,-0.8166791070981887,-1.20524642109601,0.35664217554242666,-0.7516295701676208,0.8062692139263832,-1.0084340393973361,,0,106.63658275307981,2,1,0.0
